	canvas	id	label	entityId	creator	title
2781	https://github.com/n1kg0r/ds-project-dhdk/Canvas_290	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p19	c1r	entity-20		
2790	https://github.com/n1kg0r/ds-project-dhdk/Canvas_290	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p3	BO0451_CAM6537_0019_p.XV.jpg	entity-261		
2799	https://github.com/n1kg0r/ds-project-dhdk/Canvas_290	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p3	c1r	entity-261		
2808	https://github.com/n1kg0r/ds-project-dhdk/Canvas_280	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p9	BO0451_CAM6537_0009_p.[V].jpg	entity-10		
2817	https://github.com/n1kg0r/ds-project-dhdk/Canvas_280	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p9	c4r	entity-10		
2826	https://github.com/n1kg0r/ds-project-dhdk/Canvas_280	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p9	BO0451_CAM6537_0009_p.[V].jpg	entity-250		
2835	https://github.com/n1kg0r/ds-project-dhdk/Canvas_280	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p9	c4r	entity-250		
2844	https://github.com/n1kg0r/ds-project-dhdk/Canvas_504	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p233	BO0451_CAM6537_0233_contropiatto posteriore.jpg	entity-234		
2853	https://github.com/n1kg0r/ds-project-dhdk/Canvas_299	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p28	BO0451_CAM6537_0028_p.XXIV.jpg	entity-29		
2862	https://github.com/n1kg0r/ds-project-dhdk/Canvas_299	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p28	c5v	entity-29		
2871	https://github.com/n1kg0r/ds-project-dhdk/Canvas_299	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p12	BO0451_CAM6537_0028_p.XXIV.jpg	entity-270		
2880	https://github.com/n1kg0r/ds-project-dhdk/Canvas_299	https://dl.ficlit.unibo.it/iiif/2/19425/canvas/p12	c5v	entity-270		
2889	https://github.com/n1kg0r/ds-project-dhdk/Canvas_484	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p213	BO0451_CAM6537_0213_p.117.jpg	entity-214		
2898	https://github.com/n1kg0r/ds-project-dhdk/Canvas_462	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p191	BO0451_CAM6537_0191_p.99.jpg	entity-192		
2907	https://github.com/n1kg0r/ds-project-dhdk/Canvas_501	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p230	BO0451_CAM6537_0230_foglio di guardia.jpg	entity-231		
2916	https://github.com/n1kg0r/ds-project-dhdk/Canvas_432	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p161	BO0451_CAM6537_0161_p.77.jpg	entity-162		
2925	https://github.com/n1kg0r/ds-project-dhdk/Canvas_390	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p119	BO0451_CAM6537_0119_np.jpg	entity-120		
2934	https://github.com/n1kg0r/ds-project-dhdk/Canvas_458	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p187	BO0451_CAM6537_0187_np.jpg	entity-188		
2943	https://github.com/n1kg0r/ds-project-dhdk/Canvas_485	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p214	BO0451_CAM6537_0214_p.118.jpg	entity-215		
2952	https://github.com/n1kg0r/ds-project-dhdk/Canvas_277	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p6	BO0451_CAM6537_0006_foglio di guardia.jpg	entity-7		
2961	https://github.com/n1kg0r/ds-project-dhdk/Canvas_277	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p6	c2v	entity-7		
2970	https://github.com/n1kg0r/ds-project-dhdk/Canvas_277	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p6	BO0451_CAM6537_0006_foglio di guardia.jpg	entity-247		
2979	https://github.com/n1kg0r/ds-project-dhdk/Canvas_277	https://dl.ficlit.unibo.it/iiif/2/19428/canvas/p6	c2v	entity-247		
2988	https://github.com/n1kg0r/ds-project-dhdk/Canvas_329	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p58	BO0451_CAM6537_0058_p.4.jpg	entity-59		
2997	https://github.com/n1kg0r/ds-project-dhdk/Canvas_281	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p10	BO0451_CAM6537_0010_p.[VI].jpg	entity-11		
3006	https://github.com/n1kg0r/ds-project-dhdk/Canvas_281	https://dl.ficlit.unibo.it/iiif/2/28429/canvas/p10	c4v	entity-11		
3015		https://dl.ficlit.unibo.it/iiif/28429/collection		entity-0	 Doe, Jane; Doe, John	Dante Alighieri: Opere
3033		https://dl.ficlit.unibo.it/iiif/2/28429/manifest		entity-1	Alighieri, Dante	Il Canzoniere
3042		https://dl.ficlit.unibo.it/iiif/2/19428/manifest		entity-241	Raimondi, Giuseppe	"Raimondi, Giuseppe. Quaderno manoscritto, ""Caserma Scalo : 1930-1968"""
3051		https://dl.ficlit.unibo.it/iiif/2/19425/manifest		entity-258	Raimondi, Giuseppe	"Raimondi, Giuseppe. Quaderno manoscritto, ""La vecchia centrale termica. Aprile 965"""
